,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width_B,serve_width_BC,serve_width_BW,serve_width_C,serve_width_W,serve_depth_CTL,serve_depth_NCTL,return_depth_D,return_depth_ND,winner_shot_type_0,winner_shot_type_B,winner_shot_type_F,elapsed_seconds,sf_elo_diff_538,match_prob_kls_EM
2733,2733,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:48:43,1,10,74,0,0,4,5,40,40,1,1,1,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.834,4.563,1,108,0,0,1,0,0,0,1,1,0,1,0,0,2923,84.885748,0.487469343
2734,2734,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:49:00,1,10,75,0,0,4,5,55,40,1,2,2,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.926,30.429,8,107,1,0,0,0,0,0,1,0,1,1,0,0,2940,84.885748,0.487469343
2735,2735,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:49:50,1,10,76,0,0,4,5,40,40,1,2,2,36,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.552,35.092,6,94,0,1,0,0,0,0,1,1,0,1,0,0,2990,84.885748,0.487469343
2736,2736,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:50:30,1,10,77,0,0,4,5,40,55,1,1,2,36,41,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,47.012,48.665,16,120,0,0,0,0,1,0,1,0,1,1,0,0,3030,84.885748,0.487469343
2737,2737,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:55:34,2,1,78,0,1,0,0,0,0,2,1,2,36,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.519,5.783,1,114,0,0,0,1,0,0,1,1,0,1,0,0,3334,84.885748,0.487469343
2738,2738,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:55:52,2,1,79,0,1,0,0,0,15,2,1,1,37,42,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,24.885,17.061,4,118,0,1,0,0,0,0,1,0,1,1,0,0,3352,84.885748,0.487469343
2739,2739,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:56:34,2,1,80,0,1,0,0,15,15,2,1,2,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.365,4.966,1,115,0,0,0,1,0,1,0,1,0,1,0,0,3394,84.885748,0.487469343
2740,2740,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:56:54,2,1,81,0,1,0,0,15,30,2,1,2,37,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.894,16.008,3,99,0,0,0,0,1,1,0,1,0,1,0,0,3414,84.885748,0.487469343
2741,2741,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:57:22,2,1,82,0,1,0,0,15,40,2,1,2,37,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.514,9.315,1,119,0,0,0,0,1,1,0,1,0,1,0,0,3442,84.885748,0.487469343
2742,2742,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:58:16,2,2,83,0,1,0,1,0,0,1,1,1,38,45,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21.535,14.696,3,115,1,0,0,0,0,0,1,0,1,1,0,0,3496,84.885748,0.487469343
2743,2743,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:58:41,2,2,84,0,1,0,1,15,0,1,2,1,39,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.486,11.033,3,110,0,0,1,0,0,0,1,0,1,1,0,0,3521,84.885748,0.487469343
2744,2744,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:59:15,2,2,85,0,1,0,1,30,0,1,2,2,39,46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.936,2.079,0,112.3839176,0,1,0,0,0,1,0,0,0,1,0,0,3555,84.885748,0.487469343
2745,2745,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,0:59:45,2,2,86,0,1,0,1,30,15,1,2,1,40,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.42,29.99,7,102,0,1,0,0,0,1,0,0,1,0,0,1,3585,84.885748,0.487469343
2746,2746,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:00:36,2,2,87,0,1,0,1,40,15,1,2,2,40,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.109,11.172,2,103,0,0,0,1,0,0,1,0,1,1,0,0,3636,84.885748,0.487469343
2747,2747,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:01:11,2,2,88,0,1,0,1,40,30,1,1,2,40,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.149,15.992,4,109,0,0,0,1,0,0,1,0,1,1,0,0,3671,84.885748,0.487469343
2748,2748,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:01:42,2,2,89,0,1,0,1,40,40,1,2,1,41,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.238,29.281,5,102,0,0,0,0,1,0,1,1,0,0,0,1,3702,84.885748,0.487469343
2749,2749,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:02:24,2,2,90,0,1,0,1,55,40,1,1,1,42,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.098,4.599,1,114,0,0,0,0,1,1,0,0,1,1,0,0,3744,84.885748,0.487469343
2750,2750,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:02:57,2,3,91,0,1,1,1,0,0,2,1,2,42,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.099,9.435,3,114,0,0,0,1,0,0,1,0,1,1,0,0,3777,84.885748,0.487469343
2751,2751,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:03:20,2,3,92,0,1,1,1,0,15,2,2,2,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.444,6.87,1,85,0,0,0,1,0,0,1,1,0,1,0,0,3800,84.885748,0.487469343
2752,2752,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:04:08,2,3,93,0,1,1,1,0,30,2,2,1,43,50,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,50.218,40.447,12,92,0,0,0,1,0,0,1,1,0,1,0,0,3848,84.885748,0.487469343
2753,2753,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:05:15,2,3,94,0,1,1,1,15,30,2,1,1,44,50,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,23.422,16.157,6,105,0,0,1,0,0,0,1,0,1,1,0,0,3915,84.885748,0.487469343
2754,2754,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:06:00,2,3,95,0,1,1,1,30,30,2,2,2,44,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.708,41.117,11,97,0,0,1,0,0,0,1,0,1,1,0,0,3960,84.885748,0.487469343
2755,2755,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:06:46,2,3,96,0,1,1,1,30,40,2,1,1,45,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.255,11.088,4,103,0,0,0,0,1,1,0,1,0,1,0,0,4006,84.885748,0.487469343
2756,2756,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:07:25,2,3,97,0,1,1,1,40,40,2,1,1,46,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.576,37.609,12,117,0,1,0,0,0,0,1,0,1,1,0,0,4045,84.885748,0.487469343
2757,2757,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:08:06,2,3,98,0,1,1,1,55,40,2,1,2,46,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10.624,8.316,3,113,0,0,0,1,0,0,1,1,0,1,0,0,4086,84.885748,0.487469343
2758,2758,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:08:30,2,3,99,0,1,1,1,40,40,2,2,1,47,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.893,18.545,4,83,1,0,0,0,0,0,1,0,1,1,0,0,4110,84.885748,0.487469343
2759,2759,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:09:14,2,3,100,0,1,1,1,55,40,2,2,1,48,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,16.997,13.186,4,94,1,0,0,0,0,0,1,0,1,1,0,0,4154,84.885748,0.487469343
2760,2760,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:11:16,2,4,101,0,1,2,1,0,0,1,1,1,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.969,9.902,1,122,0,0,0,1,0,1,0,1,0,1,0,0,4276,84.885748,0.487469343
2761,2761,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:11:36,2,4,102,0,1,2,1,15,0,1,1,1,50,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.003,41.748,13,120,0,1,0,0,0,0,1,1,0,1,0,0,4296,84.885748,0.487469343
2762,2762,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:12:14,2,4,103,0,1,2,1,30,0,1,2,2,50,53,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.879,7.374,0,112.3839176,0,0,0,1,0,1,0,1,0,1,0,0,4334,84.885748,0.487469343
2763,2763,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:12:46,2,4,104,0,1,2,1,30,15,1,1,1,51,53,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,1.255,1,122,0,0,0,1,0,1,0,0,0,1,0,0,4366,84.885748,0.487469343
2764,2764,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:13:11,2,4,105,0,1,2,1,40,15,1,1,2,51,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.805,41.857,12,123,0,0,0,1,0,1,0,1,0,1,0,0,4391,84.885748,0.487469343
2765,2765,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:13:55,2,4,106,0,1,2,1,40,30,1,2,1,52,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.198,14.262,3,101,0,0,1,0,0,1,0,0,1,1,0,0,4435,84.885748,0.487469343
2766,2766,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:14:46,2,5,107,0,1,3,1,0,0,2,2,2,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.348,12.39,3,93,0,0,1,0,0,0,1,1,0,1,0,0,4486,84.885748,0.487469343
2767,2767,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:15:13,2,5,108,0,1,3,1,0,15,2,2,1,53,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.937,5.659,2,100,0,1,0,0,0,0,1,0,1,1,0,0,4513,84.885748,0.487469343
2768,2768,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:15:46,2,5,109,0,1,3,1,15,15,2,1,2,53,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.887,18.749,5,107,0,0,0,1,0,0,1,0,1,0,0,1,4546,84.885748,0.487469343
2769,2769,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:16:14,2,5,110,0,1,3,1,15,30,2,2,1,54,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.766,17.208,6,99,0,0,1,0,0,0,1,1,0,1,0,0,4574,84.885748,0.487469343
2770,2770,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:16:52,2,5,111,0,1,3,1,30,30,2,2,1,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.106,12.808,4,94,0,1,0,0,0,0,1,0,1,1,0,0,4612,84.885748,0.487469343
2771,2771,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:17:32,2,5,112,0,1,3,1,40,30,2,1,2,55,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.558,4.871,1,113,0,1,0,0,0,0,1,1,0,1,0,0,4652,84.885748,0.487469343
2772,2772,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:17:52,2,5,113,0,1,3,1,40,40,2,2,2,55,58,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.78,15.612,5,82,0,0,1,0,0,1,0,0,1,0,0,1,4672,84.885748,0.487469343
2773,2773,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:18:34,2,5,114,0,1,3,1,40,55,2,1,2,55,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.426,5.985,1,107,0,0,0,0,1,0,1,0,1,1,0,0,4714,84.885748,0.487469343
2774,2774,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:20:27,2,6,115,0,1,3,2,0,0,1,2,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.922,4.156,1,104,0,1,0,0,0,0,1,0,1,1,0,0,4827,84.885748,0.487469343
2775,2775,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:20:57,2,6,116,0,1,3,2,15,0,1,2,2,56,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.171,60.036,10,101,0,0,1,0,0,0,1,1,0,1,0,0,4857,84.885748,0.487469343
2776,2776,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:23:06,2,6,117,0,1,3,2,15,15,1,1,1,57,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,1.071,1,109,0,0,0,0,1,1,0,0,0,1,0,0,4986,84.885748,0.487469343
2777,2777,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:23:26,2,6,118,0,1,3,2,30,15,1,2,2,57,61,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26.517,36.204,6,94,1,0,0,0,0,0,1,0,1,1,0,0,5006,84.885748,0.487469343
2778,2778,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:24:26,2,6,119,0,1,3,2,30,30,1,2,2,57,62,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.23,1.009,0,112.3839176,0,0,0,1,0,0,1,0,0,1,0,0,5066,84.885748,0.487469343
2779,2779,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:25:12,2,6,120,0,1,3,2,30,40,1,1,1,58,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.007,3.202,1,112,0,0,1,0,0,0,1,1,0,1,0,0,5112,84.885748,0.487469343
2780,2780,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:25:34,2,6,121,0,1,3,2,40,40,1,1,1,59,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.803,17.991,5,120,0,1,0,0,0,1,0,0,1,1,0,0,5134,84.885748,0.487469343
2781,2781,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:26:01,2,6,122,0,1,3,2,55,40,1,1,1,60,62,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.036,9.241,3,101,0,0,1,0,0,0,1,0,1,0,1,0,5161,84.885748,0.487469343
2782,2782,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:26:55,2,7,123,0,1,4,2,0,0,2,1,2,60,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.899,10.844,3,112,0,0,0,0,1,1,0,1,0,1,0,0,5215,84.885748,0.487469343
2783,2783,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:27:16,2,7,124,0,1,4,2,0,15,2,2,2,60,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.232,3.092,1,95,0,0,0,0,1,1,0,1,0,1,0,0,5236,84.885748,0.487469343
2784,2784,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:28:03,2,7,125,0,1,4,2,0,30,2,2,1,61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.536,11.13,4,100,0,0,0,1,0,1,0,1,0,1,0,0,5283,84.885748,0.487469343
2785,2785,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:28:39,2,7,126,0,1,4,2,15,30,2,1,1,62,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.587,4.02,2,106,0,0,0,0,1,0,1,0,1,0,0,1,5319,84.885748,0.487469343
2786,2786,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:29:08,2,7,127,0,1,4,2,30,30,2,2,1,63,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.653,6.194,2,82,0,0,0,0,1,1,0,0,1,1,0,0,5348,84.885748,0.487469343
2787,2787,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:29:44,2,7,128,0,1,4,2,40,30,2,1,1,64,64,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19.512,10.493,4,119,0,0,0,1,0,1,0,0,1,0,0,1,5384,84.885748,0.487469343
2788,2788,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:31:29,2,8,129,0,1,5,2,0,0,1,1,1,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.091,5.147,1,121,0,0,0,1,0,0,1,1,0,1,0,0,5489,84.885748,0.487469343
2789,2789,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:31:53,2,8,130,0,1,5,2,15,0,1,1,1,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.339,1.606,1,114,0,0,0,0,1,1,0,0,0,1,0,0,5513,84.885748,0.487469343
2790,2790,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:32:10,2,8,131,0,1,5,2,30,0,1,1,1,67,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.405,5.675,1,121,0,0,0,0,1,0,1,1,0,1,0,0,5530,84.885748,0.487469343
2791,2791,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:32:27,2,8,132,0,1,5,2,40,0,1,2,2,67,65,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.868,3.068,0,112.3839176,0,0,1,0,0,1,0,0,1,1,0,0,5547,84.885748,0.487469343
2792,2792,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:32:53,2,8,133,0,1,5,2,40,15,1,2,1,68,65,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.294,4.478,1,103,0,0,0,1,0,0,1,1,0,1,0,0,5573,84.885748,0.487469343
2793,2793,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:35:12,3,1,134,1,1,0,0,0,0,2,1,2,68,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.865,12.035,3,106,0,0,0,1,0,0,1,0,1,1,0,0,5712,84.885748,0.487469343
2794,2794,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:35:32,3,1,135,1,1,0,0,0,15,2,2,1,69,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.849,11.653,4,95,0,1,0,0,0,0,1,0,1,1,0,0,5732,84.885748,0.487469343
2795,2795,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:36:07,3,1,136,1,1,0,0,15,15,2,1,2,69,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.717,3.875,1,114,0,0,1,0,0,0,1,1,0,1,0,0,5767,84.885748,0.487469343
2796,2796,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:36:25,3,1,137,1,1,0,0,15,30,2,1,1,70,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.549,24.393,4,117,0,0,0,1,0,0,1,0,1,0,0,1,5785,84.885748,0.487469343
2797,2797,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:36:56,3,1,138,1,1,0,0,30,30,2,1,2,70,68,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.685,63.044,19,110,0,0,0,1,0,0,1,0,1,0,0,1,5816,84.885748,0.487469343
2798,2798,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:38:02,3,1,139,1,1,0,0,30,40,2,1,2,70,69,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,42.765,42.329,13,101,1,0,0,0,0,1,0,1,0,0,0,1,5882,84.885748,0.487469343
2799,2799,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:39:08,3,2,140,1,1,0,1,0,0,1,1,1,71,69,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156,1.039,1,122,0,0,0,1,0,1,0,0,0,1,0,0,5948,84.885748,0.487469343
2800,2800,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:39:26,3,2,141,1,1,0,1,15,0,1,2,2,71,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.156,8.804,2,107,0,1,0,0,0,0,1,0,1,1,0,0,5966,84.885748,0.487469343
2801,2801,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:40:00,3,2,142,1,1,0,1,15,15,1,2,1,72,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.919,25.831,5,99,1,0,0,0,0,0,1,0,1,0,0,1,6000,84.885748,0.487469343
2802,2802,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:40:41,3,2,143,1,1,0,1,30,15,1,1,1,73,70,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,0.81,1,123,0,0,0,1,0,0,1,0,0,1,0,0,6041,84.885748,0.487469343
2803,2803,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:41:05,3,2,144,1,1,0,1,40,15,1,1,1,74,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.847,32.014,7,124,0,0,0,1,0,1,0,0,1,0,0,1,6065,84.885748,0.487469343
2804,2804,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:41:49,3,3,145,1,1,1,1,0,0,2,2,1,75,70,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67.134,51.319,14,97,0,1,0,0,0,1,0,0,1,1,0,0,6109,84.885748,0.487469343
2805,2805,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:42:46,3,3,146,1,1,1,1,15,0,2,1,2,75,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.995,7.534,1,100,0,0,1,0,0,1,0,1,0,1,0,0,6166,84.885748,0.487469343
2806,2806,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:43:13,3,3,147,1,1,1,1,15,15,2,2,2,75,72,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,43.922,43.245,11,93,1,0,0,0,0,0,1,0,1,1,0,0,6193,84.885748,0.487469343
2807,2807,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:44:08,3,3,148,1,1,1,1,15,30,2,1,2,75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.503,2.892,1,121,0,1,0,0,0,0,1,0,1,1,0,0,6248,84.885748,0.487469343
2808,2808,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:44:28,3,3,149,1,1,1,1,15,40,2,2,2,75,74,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.593,6.385,3,84,0,0,0,0,1,1,0,1,0,0,0,1,6268,84.885748,0.487469343
2809,2809,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:46:22,3,4,150,1,1,1,2,0,0,1,2,1,76,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.062,14.584,3,100,1,0,0,0,0,0,1,1,0,1,0,0,6382,84.885748,0.487469343
2810,2810,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:46:57,3,4,151,1,1,1,2,15,0,1,1,1,77,74,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787,0.992,1,127,0,0,0,1,0,0,1,0,0,1,0,0,6417,84.885748,0.487469343
2811,2811,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:47:21,3,4,152,1,1,1,2,30,0,1,2,2,77,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.751,7.353,2,99,0,0,0,1,0,0,1,1,0,1,0,0,6441,84.885748,0.487469343
2812,2812,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:48:09,3,4,153,1,1,1,2,30,15,1,2,2,77,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.087,9.097,2,100,0,1,0,0,0,0,1,0,1,1,0,0,6489,84.885748,0.487469343
2813,2813,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:48:49,3,4,154,1,1,1,2,30,30,1,2,1,78,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.561,13.525,5,96,0,1,0,0,0,0,1,1,0,1,0,0,6529,84.885748,0.487469343
2814,2814,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:49:26,3,4,155,1,1,1,2,40,30,1,1,2,78,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.852,8.004,2,126,0,0,0,1,0,0,1,0,1,1,0,0,6566,84.885748,0.487469343
2815,2815,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:49:54,3,4,156,1,1,1,2,40,40,1,2,1,79,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.746,4.719,1,85,1,0,0,0,0,0,1,0,1,1,0,0,6594,84.885748,0.487469343
2816,2816,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:50:30,3,4,157,1,1,1,2,55,40,1,1,2,79,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.619,8.458,2,114,0,0,1,0,0,0,1,0,1,1,0,0,6630,84.885748,0.487469343
2817,2817,2023-wimbledon-1312,Denis Shapovalov,Liam Broady,1:50:59,3,4,158,1,1,1,2,40,40,1,2,2,79,79,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.66,4.163,0,112.3839176,0,0,0,0,1,1,0,0,1,1,0,0,6659,84.885748,0.487469343
